# break_thresholds=0.100000,0.200000,0.300000,0.400000,0.500000
side_scale,threshold,break_time_or_T,max_rel_change,break_pair
1.35782313,0.300000,1.01400000,31.09387551,0-3
1.35782313,0.400000,13.82200000,31.09387551,2-3
1.35782313,0.500000,13.98000000,31.09387551,2-3
1.36054422,0.100000,0.72600000,31.57082928,0-3
1.36054422,0.200000,0.89600000,31.57082928,0-3
1.36054422,0.300000,1.02200000,31.57082928,0-3
1.36054422,0.400000,14.59000000,31.57082928,0-1
1.36054422,0.500000,14.79600000,31.57082928,0-1
1.36326531,0.100000,0.73200000,24.57530675,1-3
1.36326531,0.200000,0.90200000,24.57530675,1-3
1.36326531,0.300000,1.03000000,24.57530675,1-3
1.36326531,0.400000,13.51000000,24.57530675,2-3
1.36326531,0.500000,13.69000000,24.57530675,2-3
1.36598639,0.100000,0.74000000,31.23536148,1-3
1.36598639,0.200000,0.91000000,31.23536148,1-3
1.36598639,0.300000,1.03600000,31.23536148,1-3
1.36598639,0.400000,13.37800000,31.23536148,0-1
1.36598639,0.500000,13.66600000,31.23536148,0-1
1.36870748,0.100000,0.74600000,7.89601352,1-3
1.36870748,0.200000,0.91800000,7.89601352,1-3
1.36870748,0.300000,1.04400000,7.89601352,1-3
1.36870748,0.400000,13.53400000,7.89601352,2-3
1.36870748,0.500000,13.68800000,7.89601352,2-3
1.37142857,0.100000,0.75200000,24.12479538,1-3
1.37142857,0.200000,0.92600000,24.12479538,1-3
1.37142857,0.300000,1.05200000,24.12479538,1-3
1.37142857,0.400000,12.42400000,24.12479538,0-3
1.37142857,0.500000,12.55200000,24.12479538,0-3
1.37414966,0.100000,0.76000000,14.39516464,1-3
1.37414966,0.200000,0.93400000,14.39516464,1-3
1.37414966,0.300000,1.06000000,14.39516464,1-3
1.37414966,0.400000,14.09200000,14.39516464,2-3
1.37414966,0.500000,14.41400000,14.39516464,2-3
1.37687075,0.100000,0.76600000,7.37415490,1-3
1.37687075,0.200000,0.94000000,7.37415490,1-3
1.37687075,0.300000,1.06800000,7.37415490,1-3
1.37687075,0.400000,12.72600000,7.37415490,0-3
1.37687075,0.500000,12.92400000,7.37415490,0-3
1.37959184,0.100000,0.77200000,14.37028022,1-3
1.37959184,0.200000,0.94800000,14.37028022,1-3
1.37959184,0.300000,1.07600000,14.37028022,1-3
1.37959184,0.400000,13.67200000,14.37028022,2-3
1.37959184,0.500000,13.81800000,14.37028022,2-3
1.38231293,0.100000,0.78000000,86.33073097,1-3
1.38231293,0.200000,0.95600000,86.33073097,1-3
1.38231293,0.300000,1.08400000,86.33073097,1-3
1.38231293,0.400000,11.09600000,86.33073097,1-2
1.38231293,0.500000,11.23200000,86.33073097,1-2
1.38503401,0.100000,0.78600000,57.44828557,1-3
1.38503401,0.200000,0.96400000,57.44828557,1-3
1.38503401,0.300000,1.09200000,57.44828557,1-3
1.38503401,0.400000,10.75800000,57.44828557,1-2
1.38503401,0.500000,10.92600000,57.44828557,1-2
1.38775510,0.100000,0.79400000,22.59329707,1-3
1.38775510,0.200000,0.97200000,22.59329707,1-3
1.38775510,0.300000,1.10000000,22.59329707,1-3
1.38775510,0.400000,10.60600000,22.59329707,1-2
1.38775510,0.500000,10.78600000,22.59329707,1-2
1.39047619,0.100000,0.80200000,63.33180025,1-3
1.39047619,0.200000,0.98200000,63.33180025,1-3
1.39047619,0.300000,1.11000000,63.33180025,1-3
1.39047619,0.400000,10.59400000,63.33180025,1-2
1.39047619,0.500000,10.78600000,63.33180025,1-2
1.39319728,0.100000,0.80800000,6.25254789,1-3
1.39319728,0.200000,0.99000000,6.25254789,1-3
1.39319728,0.300000,1.11800000,6.25254789,1-3
1.39319728,0.400000,10.67200000,6.25254789,1-2
1.39319728,0.500000,10.87600000,6.25254789,1-2
1.39591837,0.100000,0.81600000,29.91490835,1-3
1.39591837,0.200000,0.99800000,29.91490835,1-3
1.39591837,0.300000,1.12600000,29.91490835,1-3
1.39591837,0.400000,10.83200000,29.91490835,1-2
1.39591837,0.500000,11.04400000,29.91490835,1-2
1.39863946,0.100000,0.82400000,52.43453420,1-3
1.39863946,0.200000,1.00600000,52.43453420,1-3
1.39863946,0.300000,1.13600000,52.43453420,1-3
1.39863946,0.400000,11.10600000,52.43453420,0-2
1.39863946,0.500000,11.31400000,52.43453420,0-2
1.40136054,0.100000,0.83000000,47.33746042,1-3
1.40136054,0.200000,1.01400000,47.33746042,1-3
1.40136054,0.300000,1.14400000,47.33746042,1-3
1.40136054,0.400000,11.56000000,47.33746042,1-2
1.40136054,0.500000,11.75200000,47.33746042,1-2
1.40408163,0.100000,0.83800000,45.07012810,1-3
1.40408163,0.200000,1.02400000,45.07012810,1-3
1.40408163,0.300000,1.15400000,45.07012810,1-3
1.40408163,0.400000,12.18200000,45.07012810,1-2
1.40408163,0.500000,12.51600000,45.07012810,0-2
1.40680272,0.100000,0.84600000,50.58405472,1-3
1.40680272,0.200000,1.03200000,50.58405472,1-3
1.40680272,0.300000,1.16200000,50.58405472,1-3
1.40680272,0.400000,13.42200000,50.58405472,0-3
1.40680272,0.500000,13.51000000,50.58405472,0-3
1.40952381,0.100000,0.85400000,28.94133989,0-3
1.40952381,0.200000,1.04000000,28.94133989,0-3
1.40952381,0.300000,1.17200000,28.94133989,0-3
1.40952381,0.400000,14.33000000,28.94133989,1-3
1.40952381,0.500000,14.57000000,28.94133989,0-3
1.41224490,0.100000,0.86200000,39.88027615,1-3
1.41224490,0.200000,1.05000000,39.88027615,1-3
1.41224490,0.300000,1.18000000,39.88027615,1-3
1.41224490,0.400000,14.16200000,39.88027615,0-3
1.41224490,0.500000,14.32800000,39.88027615,0-3
1.41496599,0.100000,0.87000000,24.48517452,1-3
1.41496599,0.200000,1.05800000,24.48517452,1-3
1.41496599,0.300000,1.19000000,24.48517452,1-3
1.41496599,0.400000,14.09800000,24.48517452,2-3
1.41496599,0.500000,14.34600000,24.48517452,2-3
1.41768707,0.100000,0.87800000,29.22873020,1-3
1.41768707,0.200000,1.06800000,29.22873020,1-3
1.41768707,0.300000,1.20000000,29.22873020,1-3
1.41768707,0.400000,14.13400000,29.22873020,0-3
1.41768707,0.500000,14.25000000,29.22873020,0-3
1.42040816,0.100000,0.88600000,44.13808471,2-3
1.42040816,0.200000,1.07800000,44.13808471,1-3
1.42040816,0.300000,1.21000000,44.13808471,1-3
1.42040816,0.400000,14.00400000,44.13808471,2-3
1.42040816,0.500000,14.09600000,44.13808471,2-3
1.42312925,0.100000,0.89400000,26.40102350,1-3
1.42312925,0.200000,1.08600000,26.40102350,1-3
1.42312925,0.300000,1.22000000,26.40102350,1-3
1.42312925,0.400000,14.56600000,26.40102350,2-3
1.42312925,0.500000,15.00800000,26.40102350,2-3
1.42585034,0.100000,0.90200000,47.47593003,1-3
1.42585034,0.200000,1.09600000,47.47593003,1-3
1.42585034,0.300000,1.23000000,47.47593003,1-3
1.42585034,0.400000,13.72200000,47.47593003,0-1
1.42585034,0.500000,14.13800000,47.47593003,0-1
1.42857143,0.100000,0.91000000,62.91054941,1-3
1.42857143,0.200000,1.10600000,62.91054941,1-3
1.42857143,0.300000,1.24000000,62.91054941,1-3
1.42857143,0.400000,13.96200000,62.91054941,0-3
1.42857143,0.500000,14.03400000,62.91054941,0-3
1.43129252,0.100000,0.92000000,30.37060544,0-3
1.43129252,0.200000,1.11400000,30.37060544,0-3
1.43129252,0.300000,1.25000000,30.37060544,0-3
1.43129252,0.400000,14.36800000,30.37060544,2-3
1.43129252,0.500000,14.48600000,30.37060544,2-3
1.43401361,0.100000,0.92800000,33.70107430,1-3
1.43401361,0.200000,1.12400000,33.70107430,1-3
1.43401361,0.300000,1.26000000,33.70107430,1-3
1.43401361,0.400000,14.38200000,33.70107430,0-3
1.43401361,0.500000,14.54400000,33.70107430,0-3
1.43673469,0.100000,0.93600000,33.18274288,1-3
1.43673469,0.200000,1.13400000,33.18274288,1-3
1.43673469,0.300000,1.27000000,33.18274288,1-3
1.43673469,0.400000,14.98200000,33.18274288,0-3
1.43673469,0.500000,15.17000000,33.18274288,0-3
1.43945578,0.100000,0.94400000,22.66173893,1-3
1.43945578,0.200000,1.14400000,22.66173893,1-3
1.43945578,0.300000,1.28000000,22.66173893,1-3
1.43945578,0.400000,16.60800000,22.66173893,0-1
1.43945578,0.500000,16.84400000,22.66173893,0-1
1.44217687,0.100000,0.95400000,34.74636609,0-3
1.44217687,0.200000,1.15400000,34.74636609,0-3
1.44217687,0.300000,1.29000000,34.74636609,0-3
1.44217687,0.400000,16.09400000,34.74636609,2-3
1.44217687,0.500000,16.21000000,34.74636609,2-3
1.44489796,0.100000,0.96200000,18.94428105,1-3
1.44489796,0.200000,1.16400000,18.94428105,1-3
1.44489796,0.300000,1.30200000,18.94428105,1-3
1.44489796,0.400000,13.67200000,18.94428105,0-3
1.44489796,0.500000,14.32800000,18.94428105,0-3
1.44761905,0.100000,0.97200000,23.48509806,1-3
1.44761905,0.200000,1.17400000,23.48509806,1-3
1.44761905,0.300000,1.31200000,23.48509806,1-3
1.44761905,0.400000,14.91000000,23.48509806,0-1
1.44761905,0.500000,15.30000000,23.48509806,0-1
1.45034014,0.100000,0.98000000,34.06031668,1-3
1.45034014,0.200000,1.18400000,34.06031668,1-3
1.45034014,0.300000,1.32400000,34.06031668,1-3
1.45034014,0.400000,13.74800000,34.06031668,0-3
1.45034014,0.500000,13.98800000,34.06031668,0-3
1.45306122,0.100000,0.99000000,23.98028553,1-3
1.45306122,0.200000,1.19600000,23.98028553,1-3
1.45306122,0.300000,1.33400000,23.98028553,1-3
1.45306122,0.400000,13.42800000,23.98028553,0-3
1.45306122,0.500000,13.63000000,23.98028553,0-3
1.45578231,0.100000,1.00000000,40.71956605,1-3
1.45578231,0.200000,1.20600000,40.71956605,1-3
1.45578231,0.300000,1.34600000,40.71956605,1-3
1.45578231,0.400000,13.19800000,40.71956605,0-3
1.45578231,0.500000,13.29400000,40.71956605,0-3
1.45850340,0.100000,1.00800000,22.90773292,2-3
1.45850340,0.200000,1.21600000,22.90773292,1-3
1.45850340,0.300000,1.35600000,22.90773292,1-3
1.45850340,0.400000,12.34200000,22.90773292,1-2
1.45850340,0.500000,15.22600000,22.90773292,1-2
1.46122449,0.100000,1.01800000,43.32605632,1-3
1.46122449,0.200000,1.22800000,43.32605632,1-3
1.46122449,0.300000,1.36800000,43.32605632,1-3
1.46122449,0.400000,12.40200000,43.32605632,1-2
1.46122449,0.500000,13.41600000,43.32605632,0-3
1.46394558,0.100000,1.02800000,47.02224831,1-3
1.46394558,0.200000,1.23800000,47.02224831,1-3
1.46394558,0.300000,1.38000000,47.02224831,1-3
1.46394558,0.400000,12.47200000,47.02224831,1-2
1.46394558,0.500000,13.59800000,47.02224831,0-3
1.46666667,0.100000,1.03800000,32.23105264,0-3
1.46666667,0.200000,1.24800000,32.23105264,0-3
1.46666667,0.300000,1.39000000,32.23105264,0-3
1.46666667,0.400000,12.54200000,32.23105264,0-1
1.46666667,0.500000,13.94600000,32.23105264,2-3
1.46938776,0.100000,1.04800000,31.15489008,1-3
1.46938776,0.200000,1.26000000,31.15489008,1-3
1.46938776,0.300000,1.40200000,31.15489008,1-3
1.46938776,0.400000,12.60800000,31.15489008,1-2
1.46938776,0.500000,13.91600000,31.15489008,0-3
1.47210884,0.100000,1.05800000,35.65949393,1-3
1.47210884,0.200000,1.27200000,35.65949393,1-3
1.47210884,0.300000,1.41400000,35.65949393,1-3
1.47210884,0.400000,12.66800000,35.65949393,1-2
1.47210884,0.500000,13.76600000,35.65949393,0-3
1.47482993,0.100000,1.06800000,39.68044657,1-3
1.47482993,0.200000,1.28200000,39.68044657,1-3
1.47482993,0.300000,1.42600000,39.68044657,1-3
1.47482993,0.400000,12.73000000,39.68044657,1-2
1.47482993,0.500000,13.89000000,39.68044657,0-3
1.47755102,0.100000,1.07800000,26.09798896,1-3
1.47755102,0.200000,1.29400000,26.09798896,1-3
1.47755102,0.300000,1.43800000,26.09798896,1-3
1.47755102,0.400000,12.79400000,26.09798896,1-2
1.47755102,0.500000,13.96800000,26.09798896,1-2
1.48027211,0.100000,1.08800000,45.10451156,1-3
1.48027211,0.200000,1.30600000,45.10451156,1-3
1.48027211,0.300000,1.45000000,45.10451156,1-3
1.48027211,0.400000,12.85600000,45.10451156,1-2
1.48027211,0.500000,13.85000000,45.10451156,1-2
1.48299320,0.100000,1.09800000,32.06394278,1-3
1.48299320,0.200000,1.31800000,32.06394278,0-3
1.48299320,0.300000,1.46200000,32.06394278,0-3
1.48299320,0.400000,12.95200000,32.06394278,0-1
1.48299320,0.500000,14.57200000,32.06394278,0-1
1.48571429,0.100000,1.10800000,22.95907279,1-3
1.48571429,0.200000,1.32800000,22.95907279,1-3
1.48571429,0.300000,1.47600000,22.95907279,1-3
1.48571429,0.400000,6.77000000,22.95907279,0-2
1.48571429,0.500000,14.97600000,22.95907279,0-1
1.48843537,0.100000,1.12000000,34.91014966,1-3
1.48843537,0.200000,1.34000000,34.91014966,1-3
1.48843537,0.300000,1.48800000,34.91014966,1-3
1.48843537,0.400000,6.81400000,34.91014966,0-2
1.48843537,0.500000,14.26800000,34.91014966,0-3
1.49115646,0.100000,1.13000000,59.95126459,1-3
1.49115646,0.200000,1.35200000,59.95126459,1-3
1.49115646,0.300000,1.50000000,59.95126459,1-3
1.49115646,0.400000,6.86200000,59.95126459,0-2
1.49115646,0.500000,14.08800000,59.95126459,0-3
1.49387755,0.100000,1.14000000,67.11406746,1-3
1.49387755,0.200000,1.36400000,67.11406746,1-3
1.49387755,0.300000,1.51400000,67.11406746,1-3
1.49387755,0.400000,6.91200000,67.11406746,0-2
1.49387755,0.500000,14.20400000,67.11406746,0-3
1.49659864,0.100000,1.15200000,58.13075290,1-3
1.49659864,0.200000,1.37800000,58.13075290,1-3
1.49659864,0.300000,1.52600000,58.13075290,1-3
1.49659864,0.400000,1.67800000,58.13075290,0-3
1.49659864,0.500000,14.43800000,58.13075290,0-3
1.49931973,0.100000,1.16200000,27.96132157,1-3
1.49931973,0.200000,1.39000000,27.96132157,1-3
1.49931973,0.300000,1.54000000,27.96132157,1-3
1.49931973,0.400000,1.68600000,27.96132157,0-3
1.49931973,0.500000,15.12600000,27.96132157,2-3
1.50204082,0.100000,1.17400000,47.51958180,1-3
1.50204082,0.200000,1.40200000,47.51958180,1-3
1.50204082,0.300000,1.55200000,47.51958180,1-3
1.50204082,0.400000,1.69600000,47.51958180,0-3
1.50204082,0.500000,14.92200000,47.51958180,0-3
1.50476190,0.100000,1.18600000,13.00362377,0-3
1.50476190,0.200000,1.41400000,13.00362377,0-3
1.50476190,0.300000,1.56600000,13.00362377,0-3
1.50476190,0.400000,1.70800000,13.00362377,2-3
1.50476190,0.500000,16.26000000,13.00362377,2-3
1.50748299,0.100000,1.19600000,36.32692180,0-3
1.50748299,0.200000,1.42800000,36.32692180,1-3
1.50748299,0.300000,1.58000000,36.32692180,1-3
1.50748299,0.400000,1.72000000,36.32692180,2-3
1.50748299,0.500000,14.84800000,36.32692180,1-2
1.51020408,0.100000,1.20800000,41.75325883,1-3
1.51020408,0.200000,1.44000000,41.75325883,1-3
1.51020408,0.300000,1.59400000,41.75325883,1-3
1.51020408,0.400000,1.73200000,41.75325883,2-3
1.51020408,0.500000,14.28400000,41.75325883,1-2
1.51292517,0.100000,1.22000000,58.31911453,1-3
1.51292517,0.200000,1.45400000,58.31911453,1-3
1.51292517,0.300000,1.60600000,58.31911453,1-3
1.51292517,0.400000,1.74400000,58.31911453,0-3
1.51292517,0.500000,14.59200000,58.31911453,0-3
1.51564626,0.100000,1.23200000,16.05522372,1-3
1.51564626,0.200000,1.46600000,16.05522372,1-3
1.51564626,0.300000,1.62000000,16.05522372,1-3
1.51564626,0.400000,1.75800000,16.05522372,0-3
1.51564626,0.500000,12.45600000,16.05522372,1-2
1.51836735,0.100000,1.24400000,62.73989194,1-3
1.51836735,0.200000,1.48000000,62.73989194,1-3
1.51836735,0.300000,1.63400000,62.73989194,1-3
1.51836735,0.400000,1.77000000,62.73989194,0-3
1.51836735,0.500000,11.74000000,62.73989194,1-2
1.52108844,0.100000,1.25600000,98.60570108,1-3
1.52108844,0.200000,1.49400000,98.60570108,1-3
1.52108844,0.300000,1.65000000,98.60570108,1-3
1.52108844,0.400000,1.78400000,98.60570108,0-3
1.52108844,0.500000,11.70200000,98.60570108,0-1
1.52380952,0.100000,1.26800000,22.66764862,1-3
1.52380952,0.200000,1.50600000,22.66764862,1-3
1.52380952,0.300000,1.66400000,22.66764862,1-3
1.52380952,0.400000,1.79800000,22.66764862,1-3
1.52380952,0.500000,11.64400000,22.66764862,0-1
1.52653061,0.100000,1.28000000,40.02342042,0-3
1.52653061,0.200000,1.52000000,40.02342042,0-3
1.52653061,0.300000,1.67800000,40.02342042,0-3
1.52653061,0.400000,1.81200000,40.02342042,0-3
1.52653061,0.500000,11.57600000,40.02342042,0-1
1.52925170,0.100000,1.29200000,47.14314093,0-3
1.52925170,0.200000,1.53400000,47.14314093,0-3
1.52925170,0.300000,1.69200000,47.14314093,0-3
1.52925170,0.400000,1.82600000,47.14314093,0-3
1.52925170,0.500000,11.51000000,47.14314093,0-1
1.53197279,0.100000,1.30600000,30.39800489,0-3
1.53197279,0.200000,1.54800000,30.39800489,1-3
1.53197279,0.300000,1.70800000,30.39800489,1-3
1.53197279,0.400000,1.84000000,30.39800489,1-3
1.53197279,0.500000,11.45200000,30.39800489,0-1
1.53469388,0.100000,1.31800000,23.82416267,1-3
1.53469388,0.200000,1.56200000,23.82416267,1-3
1.53469388,0.300000,1.72200000,23.82416267,1-3
1.53469388,0.400000,1.85400000,23.82416267,1-3
1.53469388,0.500000,11.41000000,23.82416267,1-2
1.53741497,0.100000,1.33000000,37.99941015,1-3
1.53741497,0.200000,1.57600000,37.99941015,1-3
1.53741497,0.300000,1.73800000,37.99941015,1-3
1.53741497,0.400000,1.87000000,37.99941015,1-3
1.53741497,0.500000,11.38000000,37.99941015,1-2
1.54013605,0.100000,1.34400000,24.07822298,1-3
1.54013605,0.200000,1.59200000,24.07822298,1-3
1.54013605,0.300000,1.75200000,24.07822298,1-3
1.54013605,0.400000,1.88400000,24.07822298,1-3
1.54013605,0.500000,11.36600000,24.07822298,1-2
1.54285714,0.100000,1.35600000,46.77956512,0-3
1.54285714,0.200000,1.60600000,46.77956512,0-3
1.54285714,0.300000,1.76800000,46.77956512,0-3
1.54285714,0.400000,1.90000000,46.77956512,0-3
1.54285714,0.500000,11.36600000,46.77956512,0-1
1.54557823,0.100000,1.37000000,27.42840009,0-3
1.54557823,0.200000,1.62000000,27.42840009,0-3
1.54557823,0.300000,1.78400000,27.42840009,0-3
1.54557823,0.400000,1.91600000,27.42840009,0-3
1.54557823,0.500000,11.37800000,27.42840009,0-1
1.54829932,0.100000,1.38400000,30.59392863,1-3
1.54829932,0.200000,1.63600000,30.59392863,1-3
1.54829932,0.300000,1.80000000,30.59392863,1-3
1.54829932,0.400000,1.93200000,30.59392863,1-3
1.54829932,0.500000,11.40200000,30.59392863,1-2
1.55102041,0.100000,1.39800000,21.05806292,1-3
1.55102041,0.200000,1.65000000,21.05806292,1-3
1.55102041,0.300000,1.81600000,21.05806292,1-3
1.55102041,0.400000,1.94800000,21.05806292,1-3
1.55102041,0.500000,11.43600000,21.05806292,1-2
1.55374150,0.100000,1.41000000,46.56488296,1-3
1.55374150,0.200000,1.66600000,46.56488296,1-3
1.55374150,0.300000,1.83200000,46.56488296,1-3
1.55374150,0.400000,1.96400000,46.56488296,1-3
1.55374150,0.500000,11.47800000,46.56488296,0-1
1.55646259,0.100000,1.42400000,21.93166487,1-3
1.55646259,0.200000,1.68200000,21.93166487,1-3
1.55646259,0.300000,1.84800000,21.93166487,1-3
1.55646259,0.400000,1.98000000,21.93166487,1-3
1.55646259,0.500000,11.52600000,21.93166487,1-2
1.55918367,0.100000,1.43800000,19.89409124,1-3
1.55918367,0.200000,1.69600000,19.89409124,1-3
1.55918367,0.300000,1.86400000,19.89409124,1-3
1.55918367,0.400000,1.99600000,19.89409124,1-3
1.55918367,0.500000,11.58200000,19.89409124,1-2
1.56190476,0.100000,1.45400000,20.63338128,1-3
1.56190476,0.200000,1.71200000,20.63338128,1-3
1.56190476,0.300000,1.88000000,20.63338128,1-3
1.56190476,0.400000,2.01200000,20.63338128,1-3
1.56190476,0.500000,11.64600000,20.63338128,1-2
1.56462585,0.100000,1.46800000,37.58604811,1-3
1.56462585,0.200000,1.72800000,37.58604811,1-3
1.56462585,0.300000,1.89800000,37.58604811,1-3
1.56462585,0.400000,2.03000000,37.58604811,1-3
1.56462585,0.500000,11.71400000,37.58604811,1-2
1.56734694,0.100000,1.48200000,32.52504316,1-3
1.56734694,0.200000,1.74400000,32.52504316,1-3
1.56734694,0.300000,1.91400000,32.52504316,1-3
1.56734694,0.400000,2.04600000,32.52504316,1-3
1.56734694,0.500000,11.78600000,32.52504316,1-2
1.57006803,0.100000,1.49600000,20.95183399,0-3
1.57006803,0.200000,1.76000000,20.95183399,0-3
1.57006803,0.300000,1.93200000,20.95183399,0-3
1.57006803,0.400000,2.06400000,20.95183399,0-3
1.57006803,0.500000,11.86400000,20.95183399,0-1
1.57278912,0.100000,1.51200000,9.40542118,0-3
1.57278912,0.200000,1.77600000,9.40542118,0-3
1.57278912,0.300000,1.94800000,9.40542118,0-3
1.57278912,0.400000,2.08000000,9.40542118,0-3
1.57278912,0.500000,11.94800000,9.40542118,0-1
1.57551020,0.100000,1.52600000,19.13325981,1-3
1.57551020,0.200000,1.79400000,19.13325981,1-3
1.57551020,0.300000,1.96600000,19.13325981,1-3
1.57551020,0.400000,2.09800000,19.13325981,1-3
1.57551020,0.500000,12.03400000,19.13325981,1-2
1.57823129,0.100000,1.54200000,39.87943349,1-3
1.57823129,0.200000,1.81000000,39.87943349,1-3
1.57823129,0.300000,1.98400000,39.87943349,1-3
1.57823129,0.400000,2.11600000,39.87943349,1-3
1.57823129,0.500000,12.12400000,39.87943349,0-1
1.58095238,0.100000,1.55600000,28.73401742,1-3
1.58095238,0.200000,1.82600000,28.73401742,1-3
1.58095238,0.300000,2.00200000,28.73401742,1-3
1.58095238,0.400000,2.13400000,28.73401742,1-3
1.58095238,0.500000,12.21800000,28.73401742,0-1
1.58367347,0.100000,1.57200000,50.99328821,0-3
1.58367347,0.200000,1.84400000,50.99328821,0-3
1.58367347,0.300000,2.02000000,50.99328821,0-3
1.58367347,0.400000,2.15200000,50.99328821,0-3
1.58367347,0.500000,12.31600000,50.99328821,0-1
1.58639456,0.100000,1.58800000,27.35850154,1-3
1.58639456,0.200000,1.86200000,27.35850154,1-3
1.58639456,0.300000,2.03800000,27.35850154,1-3
1.58639456,0.400000,2.17200000,27.35850154,1-3
1.58639456,0.500000,12.41800000,27.35850154,1-2
1.58911565,0.100000,1.60400000,20.76117176,1-3
1.58911565,0.200000,1.87800000,20.76117176,1-3
1.58911565,0.300000,2.05600000,20.76117176,1-3
1.58911565,0.400000,2.19000000,20.76117176,1-3
1.58911565,0.500000,12.52600000,20.76117176,1-2
1.59183673,0.100000,1.62000000,38.24431366,1-3
1.59183673,0.200000,1.89600000,38.24431366,1-3
1.59183673,0.300000,2.07400000,38.24431366,1-3
1.59183673,0.400000,2.20800000,38.24431366,1-3
1.59183673,0.500000,12.63600000,38.24431366,0-1
1.59455782,0.100000,1.63600000,54.45152681,1-3
1.59455782,0.200000,1.91400000,54.45152681,1-3
1.59455782,0.300000,2.09400000,54.45152681,1-3
1.59455782,0.400000,2.22800000,54.45152681,1-3
1.59455782,0.500000,12.74800000,54.45152681,1-2
1.59727891,0.100000,1.65200000,85.38590220,0-3
1.59727891,0.200000,1.93200000,85.38590220,0-3
1.59727891,0.300000,2.11200000,85.38590220,0-3
1.59727891,0.400000,2.24600000,85.38590220,0-3
1.59727891,0.500000,12.86800000,85.38590220,0-1
1.60000000,0.100000,1.67000000,52.26104820,0-3
1.60000000,0.200000,1.95000000,52.26104820,0-3
1.60000000,0.300000,2.13200000,52.26104820,0-3
1.60000000,0.400000,2.26600000,52.26104820,0-3
1.60000000,0.500000,12.99000000,52.26104820,0-1
